npi,entity_type_code,provider_org_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential,provider_business_address_1,provider_business_address_2,provider_business_city,provider_business_state,provider_business_zip,taxonomy_code,provider_business_zip5
1811012149,2,QUALITY LIVING INC,,,,,,,2201 MURFREESBORO PIKE,SUITE C 204,NASHVILLE,TN,372173327,,37217
1700900040,2,JEFFREY D HORN MD PLLC,,,,,,,2011 CHURCH ST,SUITE 801,NASHVILLE,TN,372032000,207W00000X,37203
1558486811,2,"VISIONARY EYEWORKS, INC.",,,,,,,73 WHITE BRIDGE RD,,NASHVILLE,TN,372051444,152W00000X,37205
1841315413,2,BIRCKHEAD POWERS PARTNERSHIP,,,,,,,337 HANCOCK ST,,GALLATIN,TN,370663690,1223G0001X,37066
1669597720,2,CHARTER CORPORATION,,,,,,,3939 CLARKSVILLE PIKE,,NASHVILLE,TN,372181909,343900000X,37218
1770608622,2,SUMMIT EYE ASSOCIATES OPTICAL LLC,,,,,,,5410 OLD HICKORY BLVD,,HERMITAGE,TN,370762574,332900000X,37076
1811012933,2,"CASON DENTAL CENTER, P.C.",,,,,,,2828 ELM HILL PIKE,STE. 105,NASHVILLE,TN,372143771,1223G0001X,37214
1679698427,2,INNOVATIVE SOLUTIONS LLC,,,,,,,4664 LEBANON PIKE,,HERMITAGE,TN,370761314,332BC3200X,37076
1245355841,2,"MICHAEL L. GOFF, II DBA MEDICAL SERVICES",,,,,,,203 5TH AVE E,,SPRINGFIELD,TN,371722420,332BX2000X,37172
1861518987,2,B THERE HOME CARE INC,,,,,,,2201 MURFREESBORO PIKE,SUITE B108,NASHVILLE,TN,372173327,251E00000X,37217
1659496040,2,LEBANON GENERAL PRACTICE INC,,,,,,,228 W MAIN ST STE B,,LEBANON,TN,370872681,207Q00000X,37087
1710002118,2,"ARTHUR WILLIAMS, DO",,,,,,,100 COVEY DR STE 309,,FRANKLIN,TN,370675663,207Q00000X,37067
1881710218,2,ROBO MEDICAL TRANSPORT,,,,,,,509 N CHARLOTTE ST,,DICKSON,TN,370551245,343900000X,37055
1982720223,2,UNIFIED HEALTH SERVICES,,,,,,,2643 MURFREESBORO PIKE,,NASHVILLE,TN,372173505,111N00000X,37217
1699891663,2,"DAVID A WEAVER,DMD,PC",,,,,,,133 NORTHCREEK BLVD,,GOODLETTSVILLE,TN,370721911,261QD0000X,37072
1083730923,2,"HEARING SERVICES OF TENNESSEE, INC.",,,,,,,7640 HIGHWAY 70 S,SUITE 207,NASHVILLE,TN,372211758,231H00000X,37221
1780700559,2,"CENTER FOR ORAL & FACIAL SURGERY, PC",,,,,,,1801 CHURCH ST,,NASHVILLE,TN,372032201,1223S0112X,37203
1043337488,2,"UNICARE TRANSPORT, INC.",,,,,,,2803A FOSTER AVE STE 206,,NASHVILLE,TN,372105340,343900000X,37210
1114043197,2,"OPTOMETRY UNLIMITED, LLC",,,,,,,608 N MAIN ST,,ASHLAND CITY,TN,370151312,332H00000X,37015
1568588028,2,"TENNESSEE FAMILY SOLUTIONS, INC",,,,,,,831 SEVEN OAKS BLVD,,SMYRNA,TN,371676485,251C00000X,37167
1114043189,2,"OPTOMETRY UNLIMITED, LLC",,,,,,,5505 EDMONDSON PIKE,SUITE 101,NASHVILLE,TN,372115869,152W00000X,37211
1770609273,2,GREEN HILLS CHILDREN'S CLINIC PLC,,,,,,,2000 RICHARD JONES RD,STE. 270,NASHVILLE,TN,372152885,173000000X,37215
1912023581,2,PHYSIOTHERAPY ASSOCIATES INC,,,,,,,7835 OLD HARDING PIKE,,NASHVILLE,TN,37221,261QP2000X,37221
1164549374,2,PHYSIOTHERAPY ASSOCIATES,,,,,,,739 PRESIDENT PL,SUITE 200,SMYRNA,TN,371676844,225100000X,37167
1063539096,2,TENNESSEE ORTHOPAEDIC ALLIANCE PA,,,,,,,270 EAST MAIN STREET,SUITE 300,GALLATIN,TN,37066,207X00000X,37066
1487771200,2,DAVID ALFREDSON MD PC,,,,,,,529 W COMMERCE ST,,LEWISBURG,TN,370913219,208D00000X,37091
1144348509,2,"ADVANCED CARE CENTER, LLC",,,,,,,2001 CHARLOTTE AVE,SUITE205,NASHVILLE,TN,372032032,174400000X,37203
1639297005,2,EVERGREEN PRESBYTERIAN MINISTRIES OF MIDDLE TN,,,,,,,446 METROPLEX DR,SUITE A-224,NASHVILLE,TN,372113139,320900000X,37211
1598883803,2,HOME HEALTH CARE SERVICES LLC,,,,,,,900 HERITAGE WAY,,BRENTWOOD,TN,370276745,251E00000X,37027
1508984857,2,"BEACON BEHAVIORAL CONSULTANTS, INC",,,,,,,1139 WOODRIDGE PL,,MOUNT JULIET,TN,371224510,251S00000X,37122
1730207291,2,FCM-MTC MEDICAL LLC,,,,,,,95 WHITE BRIDGE RD,SUITE 219,NASHVILLE,TN,372051497,261QP2400X,37205
1225156326,2,SKYE CHIROPRACTIC LLC,,,,,,,1187 OLD HICKORY BLVD,300,BRENTWOOD,TN,370274240,111N00000X,37027
1760500821,2,"PRIMARY EYECARE GROUP, P.C.",,,,,,,205 WARD CIR,,BRENTWOOD,TN,370277552,152W00000X,37027
1073631115,2,CANNON COUNTY HOSPITAL LLC,,,,,,,324 DOOLITTLE RD,,WOODBURY,TN,371901139,367500000X,37190
1568580512,2,"KIMMY'S COTTAGE, INC.",,,,,,,601 MANOR VIEW CIR,,BRENTWOOD,TN,370274366,315P00000X,37027
1447379862,2,RCI CLINICAL PSYCHIATRIC SERVICES INC,,,,,,,1 VANTAGE WAY # 210,,NASHVILLE,TN,372281515,101YM0800X,37228
1215056742,2,CHILDREN'S CLINIC EAST,,,,,,,2025 N MOUNT JULIET RD,SUITE 200,MOUNT JULIET,TN,371223933,208000000X,37122
1659490738,2,SIGNATURE NEPHROLOGY GROUP PC,,,,,,,5651 FRIST BLVD,SUITE 306,HERMITAGE,TN,370762054,174400000X,37076
1134248222,2,CAMPBELL NEPHROLOGY & HYPERTENSION INC,,,,,,,2410 PATTERSON ST,SUITE 402,NASHVILLE,TN,372031551,,37203
1922127208,2,"ROBERT C. BONE, M.D. P.C.",,,,,,,620 WEST MAIN STREET,,LEBANON,TN,370871511,207Q00000X,37087
1982723763,2,JAMES E. CLARK JR. DDS PC,,,,,,,616 BELL RD,,ANTIOCH,TN,370132141,1223G0001X,37013
1417077058,2,"VANGUARD HEALTHCARE ANCILLARY SERVICES, LLC",,,,,,,6 CADILLAC DR,SUITE 310,BRENTWOOD,TN,370275080,332BP3500X,37027
1497875066,2,"JOSEPH SOLOMON, LLC",,,,,,,200 STRAHL ST,,FRANKLIN,TN,370643556,314000000X,37064
1306966692,2,HORNER RAUSCH OPTICAL CO. EAST,,,,,,,968 MAIN ST,,NASHVILLE,TN,372063614,156FX1800X,37206
1205956638,2,"GALLATIN WOMENS CENTER, P.C.",,,,,,,437 E MAIN ST,,GALLATIN,TN,370662982,174400000X,37066
1396865630,2,MILLER CHIROPRACTIC CLINIC PA,,,,,,,148 N BELVEDERE DR,,GALLATIN,TN,370665418,111N00000X,37066
1710007018,2,"EMPOWER RX, LLC",,,,,,,4535 HARDING PIKE,SUITE 210,NASHVILLE,TN,372052120,111NN1001X,37205
1003936188,2,ELLDEE INC,,,,,,,1069 WATKINS CREEK DR,,FRANKLIN,TN,370677830,3747P1801X,37067
1356461461,2,FOOTWISE COMFORT SHOES,,,,,,,7114 HIGHWAY 70 S,SUITE 109,NASHVILLE,TN,372212981,332BC3200X,37221
1982724472,2,"CARE FOR MEG, INC.",,,,,,,2313 SURREY LN,,FRANKLIN,TN,370674092,251S00000X,37067
1639299803,2,MURFREESBORO MEDICAL CLINIC P A,,,,,,,1272 GARRISON DR,,MURFREESBORO,TN,371292598,174400000X,37129
1629198759,2,"HILLCREST CHIROPRACTIC CENTER, P.C.",,,,,,,1735 HAYNES ST,,CLARKSVILLE,TN,370434598,111N00000X,37043
1649390576,2,WALGREEN CO,,,,,,,1619 FRANKLIN RD,,BRENTWOOD,TN,370276833,333600000X,37027
1871614776,2,"WILLIAMS FOOT CENTER, PLLC",,,,,,,1725 MEDICAL CENTER PKWY STE 110,,MURFREESBORO,TN,371292594,213ES0103X,37129
1790806495,2,"CENTER FOR PROFESSIONAL EXCELLENCE, INC.",,,,,,,624 GRASSMERE PARK,SUITE 11,NASHVILLE,TN,372113662,324500000X,37211
1225159080,2,"21ST CENTURY REHABILITATION SERVICES, INC",,,,,,,575 AIRPORT RD,,GALLATIN,TN,370664901,320900000X,37066
1356462907,2,SSC NASHVILLE OPERATING COMPANY LLC,,,,,,,3939 HILLSBORO CIR,,NASHVILLE,TN,372152708,314000000X,37215
1851412407,2,SSC LEBANON OPERATING COMPANY LLC,,,,,,,731 CASTLE HEIGHTS CT,,LEBANON,TN,370872646,314000000X,37087
1497876858,2,"HANDICAPPED DRIVER SERVICES-TENNESSEE, LLC",,,,,,,173 INDUSTRIAL BLVD,,LA VERGNE,TN,370864180,171WV0202X,37086
1851412811,2,"COOPER, PROVENCE & HALEY, PC",,,,,,,207 23RD AVE N,,NASHVILLE,TN,372031501,1223S0112X,37203
1396866372,2,"GORDONSVILLE DRUGS, INC",,,,,,,8 NEW MIDDLETON HWY,,GORDONSVILLE,TN,38563,3336C0003X,38563
1194846287,2,MTMC LABORIST,,,,,,,400 N HIGHLAND AVE,,MURFREESBORO,TN,371303837,174400000X,37130
1790806859,2,"FAMILY PRACTICE OF MURFREESBORO, PLLC",,,,,,,516 UPTOWN SQUARE,,MURFREESBORO,TN,37129,207Q00000X,37129
1073634085,2,MIDDLE TENNESSEE AND ADOLESCENT MEDICINE P.C.,,,,,,,100 PHYSICIANS WAY,SUITE 200,LEBANON,TN,370908102,261Q00000X,37090
1326169806,2,STONES RIVER HOSPITAL,,,,,,,324 DOOLITTLE RD,,WOODBURY,TN,371901139,3336I0012X,37190
1578684940,2,INTELLIGENT THERAPY STAFFING,,,,,,,3305 W END AVE,,NASHVILLE,TN,372031035,,37203
1265553572,2,ASSOCIATED CHIROPRACTIC AND MEDICAL P.C.,,,,,,,209 S ROYAL OAKS BLVD STE 222,,FRANKLIN,TN,370641311,111N00000X,37064
1811019714,2,DR RICKLAND M WILLEY DDS PC,,,,,,,1097 WESTON DR,,MT JULIET,TN,37122,1223G0001X,37122
1871615708,2,ACCUPATH DIAGNOSTIC LABORATORIES INC,,,,,,,201 SUMMIT VIEW DR,SUITE 100,BRENTWOOD,TN,370274645,291U00000X,37027
1073635892,2,"HOMEPLACE, INC",,,,,,,1318 ACKLEN AVE,,NASHVILLE,TN,372123913,251C00000X,37212
1265554091,2,"MID-STATE GASTROENTEROLOGY, PLLC",,,,,,,517 HIGHLAND TER,STE B,MURFREESBORO,TN,371302476,174400000X,37130
1316069107,2,RONALD L WILLIAMS OD PC,,,,,,,125 JOHN R RICE BLVD,,MURFREESBORO,TN,371294165,152W00000X,37129
1508988221,2,CAMPBELL STATION CHIROPRACTIC PLLC,,,,,,,4910 COLUMBIA PIKE,SUITE 102,SPRING HILL,TN,371744200,111N00000X,37174
1457473290,2,MIDDLE TENN ENT SPECIALISTS,,,,,,,927 N JAMES CAMPBELL BLVD,STE 101,COLUMBIA,TN,384016422,207Y00000X,38401
1215059852,2,CHIROPRACTIC HEALTH CENTER OF HOHENWALD PLLC,,,,,,,15 N WALNUT ST,,HOHENWALD,TN,384621304,111N00000X,38462
1316069644,2,"TENNESSEE WOMEN'S CARE DIAGNOSTICS, LLC",,,,,,,5651 FRIST BLVD,SUITE 213,HERMITAGE,TN,370762054,207V00000X,37076
1114040284,2,"FRANKLIN INTERNAL MEDICINE AND FAMILY PRACTICE, PLLC",,,,,,,4601 CAROTHERS PARKWAY,SUITE 225,FRANKLIN,TN,37067,207Q00000X,37067
1972626984,2,THE FARM MIDWIFERY CENTER,,,,,,,198 SECOND RD,,SUMMERTOWN,TN,384830000,176B00000X,38483
1861515686,2,"APPLIED ORTHOTIC SYSTEMS, INC.",,,,,,,1420 W BADDOUR PKWY STE 220,,LEBANON,TN,370871510,335E00000X,37087
1437272994,2,"AMERIGROUP TENNESSEE, INC.",,,,,,,22 CENTURY BLVD,SUITE 310,NASHVILLE,TN,372143762,302R00000X,37214
1770606014,2,"COOPER ORAL & MAXILLOFACIAL SURGERY, PC",,,,,,,207 TWENTY THIRD AVENUE NORTH,,NASHVILLE,TN,372031501,1223S0112X,37203
1528281623,2,"ELITE SPORTS MEDICINE AND ORTHOPAEDIC CENTER, PLC",,,,,,,2004 HAYES ST STE 200,,NASHVILLE,TN,372032646,174400000X,37203
1902029929,2,"SPORTS THERAPY OF NASHVILLE, LLC",,,,,,,7115 S SPRINGS DR,,FRANKLIN,TN,370671616,,37067
1417170341,2,RICHARD & CARTER M.D. P.C.,,,,,,,2201 MURPHY AVE,SUITE 411,NASHVILLE,TN,372031835,174400000X,37203
1073737276,2,MARI INVESTMENTS,,,,,,,1321 MURFREESBORO PIKE,SUITE 606,NASHVILLE,TN,372172626,251J00000X,37217
1225252091,2,TENNESSEE IMAGING ALLIANCE LLC,,,,,,,1405 HATCHER LN,,COLUMBIA,TN,384013535,261QM1200X,38401
1063636850,2,WILSON COUNTY EYE SURGERY CTR,,,,,,,1670 W MAIN ST,STE 120,LEBANON,TN,370871344,332B00000X,37087
1891910287,2,RICHARD N SCHOTT DDS PC,,,,,,,1754 S RUTHERFORD BLVD,STE A,MURFREESBORO,TN,37130,122300000X,37130
1881819605,2,WILLIAM CARLYLE JOHNSON,,,,,,,710 MADISON ST,SUITE C,SHELBYVILLE,TN,371603519,3336S0011X,37160
1104041037,2,SEE INC,,,,,,,1818A 21ST AVE S,,NASHVILLE,TN,372123706,152W00000X,37212
1124243290,2,THE WOMENS CENTER,,,,,,,419 WELSHWOOD DR,,NASHVILLE,TN,372114206,207VG0400X,37211
1659596708,2,"LIFELINE HOME HEALTH CARE OF SPRINGFIELD, LLC",,,,,,,2109 PARK PLAZA DR,SUITE 300,SPRINGFIELD,TN,371724072,251E00000X,37172
1003031626,2,LEBANON EYE ASSOCIATES PC,,,,,,,1670 W MAIN ST,STE 100,LEBANON,TN,370871344,152W00000X,37087
1942426390,2,CAROL J. BALLARD OD,,,,,,,205 1/2 E PUBLIC SQ,,CENTERVILLE,TN,370331601,152W00000X,37033
1841416617,2,COLUMBIA SURGICAL ASSOCIATES,,,,,,,854 W JAMES CAMPBELL BLVD,SUITE 202,COLUMBIA,TN,384014659,174400000X,38401
1275759011,2,KENNETH J PHELPS MD,,,,,,,304 W CHURCH ST,,LEWISBURG,TN,370912730,174400000X,37091
1720204449,2,"NASHVILLE NEUROSURGERY GROUP, PLC",,,,,,,330 22ND AVE N,,NASHVILLE,TN,372031844,207T00000X,37203
1871719401,2,"MARSHALL COUNTY SENIOR CITIZENS, INC.",,,,,,,230 COLLEGE STREET,,LEWISBURG,TN,370912700,343900000X,37091
1053537084,2,VANDERBILT UNIVERSITY,,,,,,,8000 MEDICAL CENTER EAST,,NASHVILLE,TN,37212,332H00000X,37212
1053538124,2,CENTER FOR WOMENS HEALTH PLLC,,,,,,,212 NORTHCREST DR,,SPRINGFIELD,TN,371723962,207V00000X,37172
1316164338,2,REX MANAYAN MEDICAL CORPORATION,,,,,,,323 STEAM PLANT ROAD,,GALLATIN,TN,37066,208600000X,37066
1457579146,2,"MUR-CI HOMES, INC.",,,,,,,2984 BABY RUTH LN,,ANTIOCH,TN,370132301,320600000X,37013
1548487473,2,AFRICAN AND AMERICAN HEALTHCARE FOUNDATION,,,,,,,801 E OLD HICKORY BLVD,SUITES 160 & 171,MADISON,TN,371154169,261QM0801X,37115
1780801589,2,LIBERTY EMS.INC,,,,,,,310 MADISON ST,,MADISON,TN,37115,341600000X,37115
1629295316,2,THE FARM PRIMARY HEALTH CARE CLINIC,,,,,,,198 SECOND ROAD,48 THE FARM,SUMMERTOWN,TN,38483,176B00000X,38483
1184841819,2,"THURMAN AND THURMAN, M.D., P.C.",,,,,,,3443 DICKERSON PIKE,SUITE 512,NASHVILLE,TN,372072519,,37207
1821216425,2,HENDERSONVILLE RG PROPERTY LLC,,,,,,,674 E MAIN ST,,HENDERSONVILLE,TN,370752680,310400000X,37075
1386862266,2,"MATTHEW SPEYER, M.D., F.A.C.S.",,,,,,,3443 DICKERSON PIKE,STE 320,NASHVILLE,TN,372072519,174400000X,37207
1235357344,2,TENNESSEE HEARING INSTRUMENT SPECIALISTS LLC,,,,,,,124 GLANCY ST,,GOODLETTSVILLE,TN,370722306,237700000X,37072
1225256209,2,BRENTWOOD PRIMARY CARE,,,,,,,343 FRANKLIN RD,SUITE 101,BRENTWOOD,TN,370275213,207Q00000X,37027
1518185529,2,"NVMS OF NORTH CAROLINA, LLC",,,,,,,100 BLUEGRASS COMMONS BLVD,SUITE 150,HENDERSONVILLE,TN,370752732,246ZE0600X,37075
1679791685,2,"NVMS WEST, LLC",,,,,,,100 BLUEGRASS COMMONS BLVD,SUITE 150,HENDERSONVILLE,TN,370752732,246ZE0600X,37075
1649498783,2,TENNESSEE OPHTHALMOLOGY CONSULTANTS P.C.,,,,,,,3 MARYLAND FARMS,SUITE #120,BRENTWOOD,TN,370275005,174400000X,37027
1194944660,2,MIDDLE TENNESSEE UROLOGY SPECIALISTS PLLC,,,,,,,1747 MEDICAL CENTER PKWY,SUITE 210,MURFREESBORO,TN,371292563,208800000X,37129
1053530469,2,"CONSULTING ASSOCIATES, LLC",,,,,,,319 W MCKNIGHT DR,"SUITE 9, BOX 10",MURFREESBORO,TN,371292450,103TC0700X,37129
1760601074,2,CLINICAL SOLUTIONS,,,,,,,416 MARY LINDSAY POLK DR STE 515,,FRANKLIN,TN,370676212,3336L0003X,37067
1801015862,2,LIFESEASONS OBGYN PC,,,,,,,300 STONECREST BLVD,STE 490,SMYRNA,TN,371675688,,37167
1427277540,2,GRASSLAND FAMILY CARE CENTER,,,,,,,2339 HILLSBORO RD,,FRANKLIN,TN,370696225,385H00000X,37069
1154541050,2,INTEGRITY HOSPITALISTS GROUP LLP,,,,,,,206 BABB DRIVE,SUITE C,LEBANON,TN,37087,207R00000X,37087
1356561856,2,NORTHCREST PHYSICIAN SERVICES INC,,,,,,,417 NORTHCREST DR,430 NORTHCREST DR,SPRINGFIELD,TN,371723973,207R00000X,37172
1235359803,2,WITHEROW ORTHODONTICS,,,,,,,1323 CLEARVIEW DR,,MT JULIET,TN,371223424,1223X0400X,37122
1154541431,2,QUALITY CARE HEALTH CENTER DBA DIGITAR MANAGEMENT SERVICES INC.,,,,,,,932 EAST BADDOUR PARKWAY,,LEBANON,TN,37087,251G00000X,37087
1447470513,2,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",,,,,,,193 BROWN JUNCTION LANE,,CENTERVILLE,TN,370331344,261QE0700X,37033
1487874434,2,LUXOTTICA OF AMERICA INC.,,,,,,,401 S MOUNT JULIET RD STE 365,,MOUNT JULIET,TN,37122,332H00000X,37122
1063633089,2,HORNER RAUSCH DONELSON INC,,,,,,,2710 OLD LEBANON RD,SUITE #9,NASHVILLE,TN,37214,332H00000X,37214
1649491473,2,HICKMAN COMMUNITY HEALTH SERVICES,,,,,,,135 E SWAN ST,,CENTERVILLE,TN,370331417,3336L0003X,37033
1821219023,2,TENNESSEE DENTAL PROFESSIONALS PC,,,,,,,2812 OLD FORT PKWY,SUITE B,MURFREESBORO,TN,371284265,1223G0001X,37128
1730300930,2,TENNESSEE DENTAL PROFESSIONALS PC,,,,,,,1632 MIDDLE TENNESSEE BLVD,,MURFREESBORO,TN,37130,1223G0001X,37130
1649491846,2,TENNESSEE DENTAL PROFESSIONALS PC,,,,,,,1000 MERIDIAN BLVD,SUITE 108,FRANKLIN,TN,370676344,1223G0001X,37067
1205057403,2,"HEARTLAND DENTAL CARE OF TENNESSEE, PC",,,,,,,5252 HICKORY HOLLOW PARKWAY,SUITE 1131,ANTIOCH,TN,37013,1223G0001X,37013
1114148319,2,HEARTLAND DENTAL CARE OF TENNESSEE,,,,,,,4813 NOLENSVILLE PIKE,SUITE 200,NASHVILLE,TN,37211,1223G0001X,37211
1023239225,2,TENNESSEE DENTAL PROFESSIONALS PC,,,,,,,344 WARFIELD BLVD,,CLARKSVILLE,TN,37043,1223G0001X,37043
1932320132,2,TENNESSEE DENTAL PROFESSIONALS PC,,,,,,,1600 WESTGATE CIRCLE,,BRENTWOOD,TN,37027,1223G0001X,37027
1912128117,2,"HEARTLAND DENTAL CARE OF TENNESSEE, PC",,,,,,,5352 HICKORY HOLLOW PARKWAY,,ANTIOCH,TN,37013,1223G0001X,37013
1053533190,2,LEGACY CROSSING,,,,,,,910 MURFREESBORO ROAD,,FRANKILN,TN,37064,310400000X,37064
1114148277,2,"REPRODUCTIVE SPECIALTY LABORATORY OF TENNESSEE, LLC",,,,,,,345 23RD AVE N,SUITE 401,NASHVILLE,TN,372031513,291U00000X,37203
1770705543,2,"BURKE L. MAYS AND ASSOCIATES, INC.",,,,,,,302 OLD STONE BRIDGE RD,,GOODLETTSVILLE,TN,370723203,332B00000X,37072
1104048206,2,KROGER LIMITED PARTNERSHIP I,,,,,,,2050 LASCASSAS PIKE,,MURFREESBORO,TN,371301936,3336C0003X,37130
1013139112,2,KROGER LIMITED PARTNERSHIP I,,,,,,,711 GALLATIN AVE,,NASHVILLE,TN,372063249,3336C0003X,37206
1518189000,2,THE METABOLIC GROUP,,,,,,,200 N ANDERSON LANE,#106,HENDERSONVILLE,TN,37075,207RE0101X,37075
1235351750,2,MADISON DENTAL CARE,,,,,,,535 GALLATIN PIKE S,,MADISON,TN,371154010,261QD0000X,37115
1306068721,2,INSPIRIS OF TEXAS INC,,,,,,,10 CADILLAC DRIVE,SUITE 350,BRENTWOOD,TN,370275095,163WG0600X,37027
1053533315,2,LEBANON EYE ASSOCSTONES RIVER,,,,,,,511 MEMORIAL BLVD,,MURFREESBORO,TN,37129,207W00000X,37129
1881816205,2,INSPIRIS OF PENNSYLVANIA INC,,,,,,,10 CADILLAC DRIVE,SUITE 350,BRENTWOOD,TN,370275095,163WG0600X,37027
1235351438,2,"AGILITAS USA, INC DBA RESULTS PHYSIOTHERAPY",,,,,,,28 WHITE BRIDGE RD,SUITE 110,NASHVILLE,TN,372051499,261QP2000X,37205
1235351594,2,YOUTH VILLAGES,,,,,,,3310 PERIMETER HILL DR,,NASHVILLE,TN,37211,251B00000X,37211
1568684926,2,RUSSELLVILLE PHYSICIAN PRACTICES LLC,,,,,,,103 POWELL COURT,SUITE 200,BRENTWOOD,TN,37027,,37027
1528270725,2,"COMMUNICATION CONNECTION, INC",,,,,,,407 UPTOWN SQ,,MURFREESBORO,TN,371290575,235Z00000X,37129
1063634376,2,"PREMIERE HOME HEALTH, INC.",,,,,,,846 E MEADE AVE,,MADISON,TN,371154709,251E00000X,37115
1386856599,2,THE EMPLOYEE HEALTH CENTER,,,,,,,905 SOUTH CHURCH STREET,,MURFREESBORO,TN,37130,261QU0200X,37130
1821200361,2,GREEN HILLS DENTAL ASSOCIATES,,,,,,,4205 HILLSBORO RD,SUITE B-105,NASHVILLE,TN,37215,1223G0001X,37215
1003028770,2,SPRING HILL DERMATOLOGY PLC,,,,,,,1229 RESERVE BLVD,SUITE 200,SPRING HILL,TN,37174,207N00000X,37174
1396957296,2,AT HOME MEDICAL LLC,,,,,,,205 23RD AVENUE NORTH,SUITE 200,NASHVILLE,TN,37203,332B00000X,37203
1386857647,2,LEBANON EYE ASSOCIATES,,,,,,,1670 W MAIN ST,STE 100,LEBANON,TN,370871344,332B00000X,37087
1477765782,2,RESCARE INC.,,,,,,,307 W HILLCREST DR,,SPRINGFIELD,TN,371723841,315P00000X,37172
1952514234,2,OCCUPATIONAL HEALTH AND WELLNESS CENTER,,,,,,,311 23RD AVE N,,NASHVILLE,TN,372031503,261QX0100X,37203
1144433376,2,"JOHN K. ENDSLEY, MD, PC",,,,,,,311 LANDRUM PL,SUITE 100,CLARKSVILLE,TN,370436319,207RN0300X,37043
1659584639,2,"EARS4U RONALD C. SHEFFEY HEARING SERVICES, INC.",,,,,,,121 21ST AVE N,SUITE 101,NASHVILLE,TN,372035213,231H00000X,37203
1295948313,2,QUALITY CARE HOME HEALTH,,,,,,,121 PUBLIC SQUARE,,LEBANON,TN,37087,251E00000X,37087
1174736425,2,CAREGIVERS INC,,,,,,,699 W MAIN ST,SUITE 105,HENDERSONVILLE,TN,370752834,251E00000X,37075
1043423635,2,THE LEARNING LAB,,,,,,,2 MARYLAND FARMS,SUITE 110,BRENTWOOD,TN,370275007,174400000X,37027
1093928707,2,LONG HOLLOW FAMILY PRACTICE,,,,,,,740 CONFERENCE DR,,GOODLETTSVILLE,TN,370721915,207Q00000X,37072
1063626430,2,THE ARC OF DAVIDSON COUNTY,,,,,,,111 N WILSON BLVD,,NASHVILLE,TN,372052411,251B00000X,37205
1902010002,2,MILAMS INC,,,,,,,3920 HILLSBORO CIRCLE,,NASHVILLE,TN,372152707,332H00000X,37215
1285848515,2,SANBORN REGIONAL SCHOOL DISTRICT,,,,,,,178 MAIN ST,,KINGSTON,NH,38483247,251300000X,38483
1780898916,2,"HELPING HOUSE, PLC",,,,,,,402 CENTER AVE,,DICKSON,TN,370552458,101YM0800X,37055
1831303866,2,CHIROPRACTIC & MIGRAINE CENTER,,,,,,,403 HENSLEE DR,,DICKSON,TN,370552166,261Q00000X,37055
1194939066,2,BARRY F OMOHUNDRO DDS PC,,,,,,,120 DONELSON PIKE,SUITE 103,NASHVILLE,TN,37214,1223G0001X,37214
1922213461,2,RESCARE INC.,,,,,,,718 CHEATHAM ST,,SPRINGFIELD,TN,371722829,315P00000X,37172
1285848952,2,COMPLETE CAREGIVERS AND MORE,,,,,,,214 W 5TH ST STE B,,COLUMBIA,TN,384013210,251X00000X,38401
1801000765,2,"HEALTHSPRING OF TENNESSEE, INC. PDP S5932",,,,,,,44 VANTAGE WAY,SUITE 300,NASHVILLE,TN,372281550,302R00000X,37228
1538373147,2,"HEALTHSPRING OF TENNESSEE, INC. PDP S5578",,,,,,,44 VANTAGE WAY,SUITE 300,NASHVILLE,TN,372281550,302R00000X,37228
1447464052,2,"HEALTHSPRING OF TENNESSEE, INC. PDP S5815",,,,,,,44 VANTAGE WAY,SUITE 300,NASHVILLE,TN,372281550,302R00000X,37228
1558576819,2,"SURGEONS PREFERENCE, INC.",,,,,,,5716 HICKORY PLZ,SUITE 200,NASHVILLE,TN,372118546,246ZS0410X,37211
1437364619,2,"BIOS OF TENNESSEE, LLC",,,,,,,4725 COLUMBIA PIKE,,THOMPSONS STATION,TN,371795206,251C00000X,37179
1063627487,2,"INTELLIGENT THERAPY STAFFING, INC.",,,,,,,2759 ROSEDALE PL,,NASHVILLE,TN,372112080,314000000X,37211
1881809614,2,"COLUMBIA UROLOGICAL ASSOCIATES, P.A.",,,,,,,1407 HATCHER LN,,COLUMBIA,TN,384013535,174400000X,38401
1225243868,2,"ALTERNATIVE YOUTH SERVICES, INC.",,,,,,,120 FREEMAN DR,,LEWISBURG,TN,370913047,174400000X,37091
1851506679,2,KROGER LIMITED PARTNERSHIP I,,,,,,,3410 GALLATIN PIKE,,NASHVILLE,TN,372162602,3336C0003X,37216
1346456837,2,"INTELLIGENT THERAPY STAFFING, INC.",,,,,,,3131 TOM AUSTIN HWY,,SPRINGFIELD,TN,371724801,251J00000X,37172
1346456845,2,CHD MERIDIAN HEALTHCARE,,,,,,,1201 BRIDGESTONE PARKWAY,,LAVERGNE,TN,37086,261QX0100X,37086
1336354901,2,MURFREESBORO PHARMACEUTICAL,,,,,,,1843 MEMORIAL BLVD,,MURFREESBORO,TN,371291522,1835G0303X,37129
1699981076,2,RESCARE INC,,,,,,,305 W HILLCREST DR,,SPRINGFIELD,TN,371723841,315P00000X,37172
