npi,entity_type_code,provider_org_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential,provider_business_address_1,provider_business_address_2,provider_business_city,provider_business_state,primary_taxonomy,provider_business_zip5,zip,cbsa
1609800333,2,KROGER LIMITED PARTNERSHIP I,,,,,,,2020 MALLORY LN,,FRANKLIN,TN,3336C0003X,37067,37067,34980
1518991249,2,KROGER LIMITED PARTNERSHIP I,,,,,,,3930 CLARKSVILLE PIKE,,NASHVILLE,TN,3336C0003X,37218,37218,34980
1427082155,2,KROGER LIMITED PARTNERSHIP I,,,,,,,5705 CHARLOTTE PIKE,,NASHVILLE,TN,3336C0003X,37209,37209,34980
1336173061,2,KROGER LIMITED PARTNERSHIP I,,,,,,,4120 N MOUNT JULIET RD,,MT JULIET,TN,3336C0003X,37122,37122,34980
1154355899,2,KROGER LIMITED PARTNERSHIP I,,,,,,,2284 MURFREESBORO PIKE,,NASHVILLE,TN,3336C0003X,37217,37217,34980
1972537611,2,KROGER LIMITED PARTNERSHIP I,,,,,,,2449 OLD FORT PKWY,,MURFREESBORO,TN,3336C0003X,37128,37128,34980
1326072067,2,KROGER LIMITED PARTNERSHIP I,,,,,,,2325 MEMORIAL BLVD,,MURFREESBORO,TN,3336C0003X,37129,37129,34980
1124052873,2,KROGER LIMITED PARTNERSHIP I,,,,,,,1776 W NORTHFIELD BLVD,,MURFREESBORO,TN,3336C0003X,37129,37129,34980
1639102650,2,CENTER FOR SPINE JOINT AND NEUROMUSCULAR REHAB PC.,,,,,,,5651 FRIST BLVD,STE 712,HERMITAGE,TN,208100000X,37076,37076,34980
1568496917,2,PHYSIOTHERAPY ASSOCIATES INC,,,,,,,1605 WESTGATE CIR,STE 100,BRENTWOOD,TN,261QP2000X,37027,37027,34980
1275567588,2,"UNITED NEIGHBORHOOD HEALTH SERVICES, INC",,,,,,,617 S 8TH ST,,NASHVILLE,TN,261QF0400X,37206,37206,34980
1477588523,2,CENTENNIAL PEDIATRICS PC,,,,,,,310 25TH AVE N,STE 201,NASHVILLE,TN,208000000X,37203,37203,34980
1598790552,2,CROSSROADS AMBULATORY PROCEDURAL CENTER,,,,,,,1805 WILLIAMSON CT,200,BRENTWOOD,TN,2081P2900X,37027,37027,34980
1467486597,2,FAMILY HEALTH CARE OF GALLATIN,,,,,,,831B NASHVILLE PIKE,,GALLATIN,TN,363LF0000X,37066,37066,34980
1326073396,2,"FAMILY HEALTH CARE OF HENDERSONVILLE, PLLC",,,,,,,353 NEW SHACKLE ISLAND RD,SUITE 141-C,HENDERSONVILLE,TN,207Q00000X,37075,37075,34980
1093740813,2,LEBANON BACK PAIN CLINIC PC,,,,,,,5226 MAIN ST,SUITE D6,SPRING HILL,TN,174400000X,37174,37174,34980
1366477945,2,GYNECOLOGIC ONCOLOGY OF MIDDLE TENNESSEE,,,,,,,2021 CHURCH ST,SUITE 402,NASHVILLE,TN,174400000X,37203,37203,34980
1659305993,2,"MEDICAL NECESSITIES, INC",,,,,,,607 W DUE WEST AVE,SUITE 113,MADISON,TN,207R00000X,37115,37115,34980
1780618942,2,TENNESSEE PHLEBOLOGY PC,,,,,,,9020 OVERLOOK BLVD STE 150,,BRENTWOOD,TN,208600000X,37027,37027,34980
1295769495,2,ANESTHESIA SERVICES OF WILSON COUNTY PLLC,,,,,,,1411 W BADDOUR PKWY,,LEBANON,TN,207L00000X,37087,37087,34980
1902831217,2,EXTENDCARE MEDICAL GROUP PLLC,,,,,,,2000 MALLORY LN STE 130-256,,FRANKLIN,TN,207Q00000X,37067,37067,34980
1164447140,2,WALGREEN CO.,,,,,,,480 HIGHWAY 76,,WHITE HOUSE,TN,333600000X,37188,37188,34980
1144245135,2,ADAMSPLACE LLC,,,,,,,1927 MEMORIAL BLVD,,MURFREESBORO,TN,314000000X,37129,37129,34980
1841225463,2,"SURGICAL MONITORING ASSOCIATES, LLC",,,,,,,3 MARYLAND FARMS STE 200,,BRENTWOOD,TN,207T00000X,37027,37027,34980
1013932946,2,VANDERBILT UNIVERSITY,,,,,,,2611 WEST END AVENUE,SUITE 280,NASHVILLE,TN,367A00000X,37203,37203,34980
1578588414,2,NASHVILLE MED PEDS LLC,,,,,,,3443 DICKERSON PIKE,SUITE 460,NASHVILLE,TN,207R00000X,37207,37207,34980
1932124658,2,KROGER LIMITED PARTNERSHIP I,,,,,,,5771 NOLENSVILLE RD,,NASHVILLE,TN,3336C0003X,37211,37211,34980
1750306478,2,KROGER LIMITED PARTNERSHIP I,,,,,,,61 E THOMPSON LN,,NASHVILLE,TN,3336C0003X,37211,37211,34980
1487679106,2,KROGER LIMITED PARTNERSHIP I,,,,,,,5544 OLD HICKORY BLVD,,HERMITAGE,TN,3336C0003X,37076,37076,34980
1730104456,2,KROGER LIMITED PARTNERSHIP I,,,,,,,595 HILLSBORO RD STE 305,,FRANKLIN,TN,3336C0003X,37064,37064,34980
1649295361,2,KROGER LIMITED PARTNERSHIP I,,,,,,,8141 HIGHWAY 100,,NASHVILLE,TN,3336C0003X,37221,37221,34980
1467477182,2,KROGER LIMITED PARTNERSHIP I,,,,,,,5713 EDMONSON PIKE,,NASHVILLE,TN,3336C0003X,37211,37211,34980
1285659904,2,KROGER LIMITED PARTNERSHIP I,,,,,,,463 SAM RIDLEY PKWY W,,SMYRNA,TN,3336C0003X,37167,37167,34980
1811912538,2,KROGER LIMITED PARTNERSHIP I,,,,,,,845 NASHVILLE HWY,,COLUMBIA,TN,3336C0003X,38401,38401,34980
1720003445,2,KROGER LIMITED PARTNERSHIP I,,,,,,,1010 GLENBROOK WAY,,HENDERSONVILLE,TN,3336C0003X,37075,37075,34980
1801811526,2,KROGER LIMITED PARTNERSHIP I,,,,,,,3054 COLUMBIA AVE,,FRANKLIN,TN,3336C0003X,37064,37064,34980
1629093349,2,KROGER LIMITED PARTNERSHIP I,,,,,,,401 S MOUNT JULIET RD,,MT JULIET,TN,3336C0003X,37122,37122,34980
1558386433,2,RICHLAND PLACE INC,,,,,,,504 ELMINGTON AVE,,NASHVILLE,TN,314000000X,37205,37205,34980
1609891589,2,"CORE SOLUTIONS PHYSICAL THERAPY, LLC",,,,,,,2300 21ST AVE S,SUITE 303,NASHVILLE,TN,261QP2000X,37212,37212,34980
1255356143,2,NHC-OP LP,,,,,,,2100 PARK PLAZA DR,,SPRINGFIELD,TN,251E00000X,37172,37172,34980
1235154972,2,VANDERBILT UNIVERSITY,,,,,,,2002 RICHARD JONES ROAD,,NASHVILLE,TN,207R00000X,37215,37215,34980
1164448437,2,NHC-OP LP,,,,,,,305 HIGHWAY 70 E,,DICKSON,TN,251E00000X,37055,37055,34980
1770509051,2,"GUARDIAN HOSPICE OF NASHVILLE, LLC",,,,,,,741 COOL SPRINGS BLVD,SUITE 102,FRANKLIN,TN,251G00000X,37067,37067,34980
1669498937,2,NHC-OP LP,,,,,,,915 S JAMES CAMPBELL BLVD,,COLUMBIA,TN,251E00000X,38401,38401,34980
1285659706,2,VANDERBILT UNIVERSITY,,,,,,,3601 THE VANDERBILT CLINIC,,NASHVILLE,TN,1041C0700X,37232,37232,34980
1972529006,2,NHC-OP LP,,,,,,,1923 MEMORIAL BLVD,SUITE A,MURFREESBORO,TN,251E00000X,37129,37129,34980
1912923061,2,NHC-OP LP,,,,,,,337 W BADDOUR PKWY STE B,,LEBANON,TN,251E00000X,37087,37087,34980
1205852399,2,"COLUMBIA OPERATIONS, LLC",,,,,,,841 W JAMES CAMPBELL BLVD,,COLUMBIA,TN,314000000X,38401,38401,34980
1528084555,2,VANDERBILT UNIVERSITY,,,,,,,3601 THE VANDERBILT CLINIC,,NASHVILLE,TN,367500000X,37232,37232,34980
1770509697,2,"SMITH COUNTY MEMORIAL HOSPITAL, LLC",,,,,,,158 HOSPITAL DR,,CARTHAGE,TN,282N00000X,37030,37030,34980
1073539607,2,"CROSSROADS MEDICAL GROUP, PLLC",,,,,,,491 SAGE RD.,SUITE 200,WHITE HOUSE,TN,261Q00000X,37188,37188,34980
1659397024,2,SPECS OPTICAL LLC,,,,,,,110 31ST AVE N APT 404,,NASHVILLE,TN,332H00000X,37203,37203,34980
1922024595,2,FREDS STORES OF TENNESSEE INC,,,,,,,3012 HIGHWAY 31 W,,WHITE HOUSE,TN,3336C0003X,37188,37188,34980
1962429050,2,KIDNEY CARE ASSOCIATES PLLC,,,,,,,256 BEASLEY DRIVE,,DICKSON,TN,207RN0300X,37055,37055,34980
1447277330,2,ASSOCIATED OPTOMETRISTS PC,,,,,,,#25 ARCADE,,NASHVILLE,TN,207W00000X,37219,37219,34980
1053338236,2,WAL-MART STORES EAST LP,,,,,,,2200 BROOKMEADE DR,,COLUMBIA,TN,3336C0003X,38401,38401,34980
1962429142,2,WAL-MART STORES EAST LP,,,,,,,2000 OLD FORT PKWY,,MURFREESBORO,TN,3336C0003X,37129,37129,34980
1407873680,2,WAL-MART STORES EAST LP,,,,,,,3360 TOM AUSTIN HWY,,SPRINGFIELD,TN,3336C0003X,37172,37172,34980
1316964596,2,WAL-MART STORES EAST LP,,,,,,,570 ENON SPRINGS RD E,,SMYRNA,TN,3336C0003X,37167,37167,34980
1285651182,2,FRIST SCOVILLE MEDICAL GROUP,,,,,,,300 20TH AVE N,8TH FLOOR,NASHVILLE,TN,261QA1903X,37203,37203,34980
1700803996,2,WAL-MART STORES EAST LP,,,,,,,419 HIGHWAY 52 BYP W,,LAFAYETTE,TN,3336C0003X,37083,37083,34980
1528085719,2,WAL-MART STORES EAST LP,,,,,,,175 BEASLEY DR,,DICKSON,TN,3336C0003X,37055,37055,34980
1164449351,2,WAL-MART STORES EAST LP,,,,,,,2232 GALLATIN PIKE N,,MADISON,TN,3336C0003X,37115,37115,34980
1790702983,2,WAL-MART STORES EAST LP,,,,,,,1 MYERS ST,,CARTHAGE,TN,3336C0003X,37030,37030,34980
1881611077,2,WAL-MART STORES EAST LP,,,,,,,204 N ANDERSON LN,,HENDERSONVILLE,TN,3336C0003X,37075,37075,34980
1508883794,2,WAL-MART STORES EAST LP,,,,,,,5824 NOLENSVILLE PIKE,,NASHVILLE,TN,3336C0003X,37211,37211,34980
1962429159,2,WAL-MART STORES EAST LP,,,,,,,3600 MALLORY LN,,FRANKLIN,TN,3336C0003X,37067,37067,34980
1720005929,2,WAL-MART STORES EAST LP,,,,,,,1112 NASHVILLE PIKE,,GALLATIN,TN,3336C0003X,37066,37066,34980
1457378655,2,WAL-MART STORES EAST LP,,,,,,,4424 LEBANON PIKE,,HERMITAGE,TN,3336C0003X,37076,37076,34980
1366469561,2,WAL-MART STORES EAST LP,,,,,,,615 S CUMBERLAND ST,,LEBANON,TN,3336C0003X,37087,37087,34980
1184641383,2,WAL-MART STORES EAST LP,,,,,,,7044 CHARLOTTE PIKE,,NASHVILLE,TN,3336C0003X,37209,37209,34980
1992722193,2,SAMS EAST INC,,,,,,,3070 MALLORY LN,,FRANKLIN,TN,3336C0003X,37067,37067,34980
1538186739,2,SAMS EAST INC,,,,,,,301 INDIAN LAKE BLVD,,HENDERSONVILLE,TN,3336C0003X,37075,37075,34980
1447277645,2,SAMS EAST INC,,,,,,,1300 ANTIOCH PIKE,,NASHVILLE,TN,3336C0003X,37211,37211,34980
1578580676,2,WAL-MART STORES EAST LP,,,,,,,2900 S RUTHERFORD BLVD,,MURFREESBORO,TN,3336C0003X,37130,37130,34980
1487671582,2,WAL-MART STORES EAST LP,,,,,,,3035 HAMILTON CHURCH RD,,ANTIOCH,TN,3336C0003X,37013,37013,34980
1568489664,2,SAMS EAST INC,,,,,,,125 JOHN R RICE BLVD,,MURFREESBORO,TN,3336C0003X,37129,37129,34980
1477570570,2,WAL-MART STORES EAST LP,,,,,,,1220 GALLATIN AVE,,NASHVILLE,TN,3336C0003X,37206,37206,34980
1487671491,2,"QUALITY MEDICAL SUPPLY OF NASHVILLE, INC.",,,,,,,217 BLANTON AVE,,NASHVILLE,TN,332BP3500X,37210,37210,34980
1578580379,2,"ANESTHESIA SERVICES OF MIDDLE TENNESSEE, PLLC",,,,,,,102 HARTMANN DR,SUITE G #352,LEBANON,TN,207L00000X,37087,37087,34980
1831116631,2,"SOME OTHER COMPANY, INC",,,,,,,400 SUGARTREE LN,SUITE 400,FRANKLIN,TN,332B00000X,37064,37064,34980
1255358925,2,"DIAGNOSTIC OUTPATIENT CENTER, INC.",,,,,,,428 E BELL ST,,MURFREESBORO,TN,261QR0200X,37130,37130,34980
1134147655,2,"ON-CALL MEDICAL EQUIPMENT & SUPPLY, INC.",,,,,,,337 S CUMBERLAND ST,,LEBANON,TN,332BX2000X,37087,37087,34980
1891712469,2,VANDERBILT UNIVERSITY,,,,,,,3601 THE VANDERBILT CLINIC,,NASHVILLE,TN,,37232,37232,34980
1083632897,2,"MENTAL HEALTH COOPERATIVE, INC",,,,,,,275 CUMBERLAND BND,,NASHVILLE,TN,261QM0801X,37228,37228,34980
1801814629,2,"FRANK T RUTHERFORD MEMORIAL HOSPITAL, INC",,,,,,,130 LEBANON HWY,,CARTHAGE,TN,282NC0060X,37030,37030,34980
1891713624,2,OAK PLAINS ACADEMY,,,,,,,1751 OAK PLAINS RD,,ASHLAND CITY,TN,323P00000X,37015,37015,34980
1962420703,2,WAL-MART STORES EAST LP,,,,,,,1626 HIGHWAY 12 S,,ASHLAND CITY,TN,3336C0003X,37015,37015,34980
1871511543,2,"TOTAL WOMEN'S CARE, PLLC",,,,,,,575 E BLEDSOE ST,STE 6A,GALLATIN,TN,207V00000X,37066,37066,34980
1578581104,2,QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,,,,,,,4230 HARDING RD,STE 420,NASHVILLE,TN,291U00000X,37205,37205,34980
1578581294,2,"WILLIAMSON IMAGING, LLC",,,,,,,2009 MALLORY LN,SUITE 150,FRANKLIN,TN,2085R0202X,37067,37067,34980
1396763199,2,"KEYSTONE CONTINUUM, LLC",,,,,,,1640 LASCASSAS PIKE,,MURFREESBORO,TN,323P00000X,37130,37130,34980
1710905609,2,"TROUSDALE MEDICAL CENTER, INC.",,,,,,,500 CHURCH ST,,HARTSVILLE,TN,282NC0060X,37074,37074,34980
1528087814,2,REGIONAL AMBULANCE SERVICE,,,,,,,226 MTCS RD.,,MURFREESBORO,TN,341600000X,37129,37129,34980
1073532602,2,VANDERBILT UNIVERSITY,,,,,,,3601 THE VANDERBILT CLINIC,,NASHVILLE,TN,367A00000X,37232,37232,34980
1275552226,2,MACON COUNTY GENERAL HOSPITAL - ANESTHESIA,,,,,,,204 MEDICAL DR,,LAFAYETTE,TN,367500000X,37083,37083,34980
1700805918,2,"DIGITAL DIAGNOSTICS, PLC",,,,,,,4155 CAROTHERS PKWY,,FRANKLIN,TN,2085R0202X,37067,37067,34980
1215956446,2,"TENNESSEE CLINICAL SCHOOLS, LLC",,,,,,,1220 8TH AVE S,,NASHVILLE,TN,323P00000X,37203,37203,34980
1871512889,2,WAL-MART STORES EAST LP,,,,,,,5531 EDMONDSON PIKE,,NASHVILLE,TN,3336C0003X,37211,37211,34980
1780603795,2,WAL-MART STORES EAST LP,,,,,,,109 GALLATIN PIKE N,,MADISON,TN,3336C0003X,37115,37115,34980
1093734170,2,ON-CALL MED INFUSION INC,,,,,,,337 S CUMBERLAND ST,SUITE C,LEBANON,TN,3336H0001X,37087,37087,34980
1275553703,2,"MURFREESBORO DERMATOLOGY CLINIC, PLC",,,,,,,1725 MEDICAL CENTER PKWY,SUITE 300,MURFREESBORO,TN,174400000X,37129,37129,34980
1457371932,2,AARON PAYNE DDS INC,,,,,,,745 S CHURCH ST,SUITE 309,MURFREESBORO,TN,1223G0001X,37130,37130,34980
1942220389,2,CHILDREN'S CLINIC EAST,,,,,,,3901 CENTRAL PIKE,SUITE 251,HERMITAGE,TN,208000000X,37076,37076,34980
1720008592,2,CUTTER CARES LLC.,,,,,,,3250 DICKERSON PIKE STE 101,,NASHVILLE,TN,332B00000X,37207,37207,34980
1467472258,2,ST. THOMAS MEDICAL GROUP PLLC,,,,,,,4230 HARDING PIKE,SUITE 400,NASHVILLE,TN,207R00000X,37205,37205,34980
1144241985,2,"VANDERBILT IMAGING SERVICES, LLC",,,,,,,1909 ACKLEN AVE,,NASHVILLE,TN,2085R0202X,37212,37212,34980
1265452049,2,"O2 SLEEP, INC.",,,,,,,5042 THOROUGHBRED LN,SUITE A,BRENTWOOD,TN,332B00000X,37027,37027,34980
1205857992,2,"BACK TO LIFE CHIROPRACTIC, PLLC",,,,,,,5511 EDMONDSON PIKE,SUITE 205,NASHVILLE,TN,111N00000X,37211,37211,34980
1528089265,2,STATE OF TENNESSEE,,,,,,,1909 HAMPSHIRE PIKE,,COLUMBIA,TN,251K00000X,38401,38401,34980
1578584199,2,"TENNESSEE WOMEN'S CARE, PC",,,,,,,1900 CHURCH ST,SUITE 100,NASHVILLE,TN,207V00000X,37203,37203,34980
1588685689,2,LEE POSTURE SOLUTIONS INC,,,,,,,408 W NORTHFIELD BLVD,,MURFREESBORO,TN,335E00000X,37129,37129,34980
1982625091,2,"VANDERBILT INTEGRATED PROVIDERS, LLC",,,,,,,1161 21ST AVE S,,NASHVILLE,TN,207Q00000X,37232,37232,34980
1083635031,2,B Z INC,,,,,,,85 WHITE BRIDGE RD,,NASHVILLE,TN,3336C0003X,37205,37205,34980
1891716841,2,NPS PHARMACY LLC,,,,,,,275 CUMBERLAND BND,,NASHVILLE,TN,3336C0002X,37228,37228,34980
1821019886,2,NUTRITIONAL SUPPORT SERVICES,,,,,,,145 SE PARKWAY STE 170,,FRANKLIN,TN,3336L0003X,37064,37064,34980
1699796664,2,STATE OF TENNESSEE STATE F & A PAYROLL,,,,,,,710 HART LN,,NASHVILLE,TN,3336C0002X,37216,37216,34980
1790706968,2,ROBERT TODD MCCLURE MDPC,,,,,,,300 STEAM PLANT RD,STE 150,GALLATIN,TN,2085R0203X,37066,37066,34980
1609897511,2,SCOOTER STORE - NASHVILLE LLC,,,,,,,1229 LAKEVIEW DR STE A,,FRANKLIN,TN,332B00000X,37067,37067,34980
1124040050,2,"N S & Y DRUGS, INC.",,,,,,,511 MEMORIAL BLVD,,SPRINGFIELD,TN,333600000X,37172,37172,34980
1952323602,2,TENNESSEE CVS PHARMACY LLC,,,,,,,26 WHITE BRIDGE RD,,NASHVILLE,TN,333600000X,37205,37205,34980
1215959960,2,TENNESSEE CVS PHARMACY LLC,,,,,,,1701 GALLERIA BLVD,,FRANKLIN,TN,333600000X,37067,37067,34980
1033131784,2,TENNESSEE CVS PHARMACY LLC,,,,,,,1004 ANDREWS RUN,,HENDERSONVILLE,TN,333600000X,37075,37075,34980
1851313506,2,TENNESSEE CVS PHARMACY LLC,,,,,,,2050 GALLATIN PIKE N,,MADISON,TN,333600000X,37115,37115,34980
1366464018,2,TARGET CORPORATION,,,,,,,5330 CANE RIDGE RD,,ANTIOCH,TN,3336C0003X,37013,37013,34980
1629090378,2,TENNESSEE CVS PHARMACY LLC,,,,,,,3064 COLUMBIA AVE,,FRANKLIN,TN,333600000X,37064,37064,34980
1538181284,2,TENNESSEE CVS PHARMACY LLC,,,,,,,780 OLD HICKORY BLVD,,BRENTWOOD,TN,333600000X,37027,37027,34980
1174545826,2,TENNESSEE CVS PHARMACY LLC,,,,,,,401 S MOUNT JULIET RD STE 600,,MOUNT JULIET,TN,333600000X,37122,37122,34980
1659393213,2,C PHILIPP MOBILITY FREE EQUIP,,,,,,,1108 GALLATIN RD,SUITE 3,NASHVILLE,TN,,37217,37217,34980
1407878077,2,LEBANON DIGESTIVE DISEASE,,,,,,,100 PHYSICIANS WAY,STE 330,LEBANON,TN,207RG0100X,37090,37090,34980
1194747535,2,WALGREEN CO.,,,,,,,6815 NOLENSVILLE RD,,BRENTWOOD,TN,333600000X,37027,37027,34980
1396767430,2,"CENTERSTONE OF TENNESSEE, INC.",,,,,,,1921 RANSOM PL,,NASHVILLE,TN,261QM0801X,37217,37217,34980
1205859279,2,MEHARRY MEDICAL COLLEGE,,,,,,,1005 DR. D. B. TODD BLVD,,NASHVILLE,TN,261Q00000X,37208,37208,34980
1609899673,2,"GRESHAM & ASSOCIATES CARDIOLOGY GROUP, PLLC",,,,,,,745 S CHURCH ST STE A130,,MURFREESBORO,TN,174400000X,37130,37130,34980
1568484582,2,PATHOLOGISTS LABORATORY INC,,,,,,,4733 ANDREW JACKSON PKWY,STE 2C,HERMITAGE,TN,207ZP0105X,37076,37076,34980
1386667244,2,CANNON COUNTY HEALTHCARE PC,,,,,,,205 S MCCRARY ST,,WOODBURY,TN,207Q00000X,37190,37190,34980
1013930494,2,PRECISION PAIN CARE PLLC,,,,,,,519 ENON SPRINGS RD E,,SMYRNA,TN,207LP2900X,37167,37167,34980
1740203140,2,VANDERBILT UNIVERSITY,,,,,,,1215 21ST AVE S STE 1006,,NASHVILLE,TN,3336C0003X,37232,37232,34980
1033132444,2,J. CHRIS BECKMAN MD PLLC,,,,,,,520 HIGHLAND TERRACE,SUITE # E,MURFREESBORO,TN,207Q00000X,37130,37130,34980
1487677894,2,"PREMIERE MEDICAL ASSOCIATES, PLLC",,,,,,,522B BRANDIES CIR,SUITE 2,MURFREESBORO,TN,207Q00000X,37128,37128,34980
1467475871,2,SMYRNA PULMONARY AND SLEEP ASSOCIATES PLLC,,,,,,,13181 OLD NASHVILLE HWY,SUITE 150,SMYRNA,TN,207RP1001X,37167,37167,34980
1083637490,2,HANCOCK DIABETES & ENDOCRINE CENTER PLLC,,,,,,,745 S CHURCH ST,SUITE 501,MURFREESBORO,TN,207RE0101X,37130,37130,34980
1598788911,2,LOTUS WOMENS CARE PLLC,,,,,,,300 STONECREST BLVD,SUITE 210,SMYRNA,TN,207V00000X,37167,37167,34980
1700800877,2,VANDERBILT UNIVERSITY MEDICAL CENTER,,,,,,,2200 CHILDRENS WAY,ROOM 2106A,NASHVILLE,TN,3336I0012X,37232,37232,34980
1093739617,2,"BRENTWOOD FAMILY CARE CENTER, INC.",,,,,,,5046 THOROUGHBRED LN,,BRENTWOOD,TN,207Q00000X,37027,37027,34980
1346264975,2,SYCAMORE EMERGENCY PHYSICIANS LLC,,,,,,,204 MEDICAL DR,,LAFAYETTE,TN,207P00000X,37083,37083,34980
1689698045,2,"MARK WEISSINGER, MD, PLLC",,,,,,,1602 W NORTHFIELD BLVD,SUITE 510,MURFREESBORO,TN,207V00000X,37129,37129,34980
1811911233,2,"BLUEGRASS INTERNAL MEDICINE ASSOCIATES, PC",,,,,,,353 NEW SHACKLE ISLAND RD,SUITE 245C,HENDERSONVILLE,TN,261QP2300X,37075,37075,34980
1548284060,2,HERITAGE MEDICAL ASSOCIATES PC,,,,,,,222 22ND AVE N,,NASHVILLE,TN,207R00000X,37203,37203,34980
1528082989,2,COVENANT HEALTHCARE FOR WOMEN PLLC,,,,,,,301 N UNIVERSITY ST,SUITE 102,MURFREESBORO,TN,207V00000X,37130,37130,34980
1447264528,2,"BRILEY FACILITY OPERATIONS, LLC",,,,,,,3425 KNIGHT DR,,WHITES CREEK,TN,314000000X,37189,37189,34980
1629082466,2,"FRANK T RUTHERFORD MEMORIAL HOSPITAL, INC",,,,,,,130 LEBANON HWY,,CARTHAGE,TN,282NC0060X,37030,37030,34980
1578577565,2,WOMEN OBSTETRICS & GYNECOLOGY PLC,,,,,,,300 20TH AVE N,SUITE 505,NASHVILLE,TN,174400000X,37203,37203,34980
1043224876,2,"TROUSDALE MEDICAL CENTER, INC.",,,,,,,500 CHURCH ST,,HARTSVILLE,TN,282NC0060X,37074,37074,34980
1427062363,2,KINDRED NURSING CENTERS LIMITED PARTNERSHIP,,,,,,,112 HEALTH CARE DR,,CARTHAGE,TN,314000000X,37030,37030,34980
1336154202,2,SKYLINE MEDICAL GROUP LLC,,,,,,,3443 DICKERSON PIKE,SUITE G-30,NASHVILLE,TN,174400000X,37207,37207,34980
1598779837,2,"WEST WILSON FAMILY PRACTICE CENTER, P.C.",,,,,,,3500 N MOUNT JULIET RD,,MT JULIET,TN,261QP2300X,37122,37122,34980
1992710099,2,WALGREEN CO,,,,,,,627 GALLATIN PIKE S,,MADISON,TN,333600000X,37115,37115,34980
1174538276,2,WALGREEN CO,,,,,,,5600 CHARLOTTE PIKE,,NASHVILLE,TN,333600000X,37209,37209,34980
1083629182,2,WALGREEN CO,,,,,,,226 5TH AVE N,,NASHVILLE,TN,333600000X,37219,37219,34980
1891700993,2,WALGREEN CO,,,,,,,2819 NOLENSVILLE PIKE,,NASHVILLE,TN,333600000X,37211,37211,34980
1700891801,2,WALGREEN CO,,,,,,,3901 HILLSBORO PIKE,,NASHVILLE,TN,333600000X,37215,37215,34980
1164437265,2,WALGREEN CO,,,,,,,106 W NORTHFIELD BLVD,,MURFREESBORO,TN,333600000X,37129,37129,34980
1518972611,2,WALGREEN CO,,,,,,,7601 HIGHWAY 70 S,,NASHVILLE,TN,333600000X,37221,37221,34980
1659386654,2,WALGREEN CO,,,,,,,2500 GALLATIN AVE,,NASHVILLE,TN,333600000X,37206,37206,34980
1386659381,2,WALGREEN CO,,,,,,,3130 CLARKSVILLE PIKE,,NASHVILLE,TN,333600000X,37218,37218,34980
1427062710,2,LIFECARE HOME MEDICAL EQUIPMENT,,,,,,,813 MEADOWLARK LN,,GOODLETTSVILLE,TN,332BX2000X,37072,37072,34980
1003821000,2,WALGREEN CO,,,,,,,1081 MURFREESBORO PIKE,,NASHVILLE,TN,333600000X,37217,37217,34980
1730194739,2,WALGREEN CO,,,,,,,518 DONELSON PIKE,,NASHVILLE,TN,333600000X,37214,37214,34980
1467467464,2,WALGREEN CO,,,,,,,400 TULIP GROVE RD,,HERMITAGE,TN,333600000X,37076,37076,34980
1902811904,2,WALGREEN CO,,,,,,,200 W MAPLEWOOD LN,,NASHVILLE,TN,333600000X,37207,37207,34980
1720093727,2,WALGREEN CO,,,,,,,1809 ANTIOCH PIKE,,ANTIOCH,TN,333600000X,37013,37013,34980
1124033139,2,WALGREEN CO,,,,,,,198 E MAIN ST,,HENDERSONVILLE,TN,333600000X,37075,37075,34980
1578578589,2,WALGREEN CO,,,,,,,2045 FIELDSTONE PKWY,,FRANKLIN,TN,333600000X,37069,37069,34980
1487669495,2,WALGREEN CO,,,,,,,2611 8TH AVE S,,NASHVILLE,TN,333600000X,37204,37204,34980
1295740207,2,WALGREEN CO,,,,,,,1131 MERCURY BLVD,,MURFREESBORO,TN,333600000X,37130,37130,34980
1104831114,2,WALGREEN CO,,,,,,,530 COOL SPRINGS BLVD,,FRANKLIN,TN,333600000X,37067,37067,34980
1013922020,2,WALGREEN CO,,,,,,,585 NASHVILLE PIKE,,GALLATIN,TN,333600000X,37066,37066,34980
1922013937,2,WALGREEN CO,,,,,,,4243 HARDING PIKE,,NASHVILLE,TN,333600000X,37205,37205,34980
1659386662,2,WALGREEN CO,,,,,,,3010 W END AVE,,NASHVILLE,TN,333600000X,37203,37203,34980
1568477578,2,WALGREEN CO,,,,,,,3500 GALLATIN PIKE,,NASHVILLE,TN,333600000X,37216,37216,34980
1760497788,2,WALGREEN CO,,,,,,,2 MATHIS DR,,DICKSON,TN,333600000X,37055,37055,34980
1396750311,2,WALGREEN CO,,,,,,,5000 MURFREESBORO RD,,LA VERGNE,TN,333600000X,37086,37086,34980
1205841228,2,WALGREEN CO,,,,,,,1303 W MAIN ST,,LEBANON,TN,333600000X,37087,37087,34980
1023023041,2,WALGREEN CO,,,,,,,11185 LEBANON RD,,MT JULIET,TN,333600000X,37122,37122,34980
1841205861,2,WALGREEN CO,,,,,,,2401 OLD FORT PKWY,,MURFREESBORO,TN,333600000X,37128,37128,34980
1104831122,2,WALGREEN CO,,,,,,,9100 CAROTHERS PKWY,,FRANKLIN,TN,333600000X,37067,37067,34980
